,Algorithm,Run,Step,vehicle,x,y
822,DRL,1,29,2,31,10
823,DRL,1,29,3,37,19
824,DRL,1,30,0,31,18
825,DRL,1,30,1,40,25
826,DRL,1,30,2,31,11
827,DRL,1,30,3,36,19
828,DRL,1,31,0,32,17
829,DRL,1,31,1,41,26
830,DRL,1,31,2,31,12
831,DRL,1,31,3,35,20
832,DRL,1,32,0,33,16
833,DRL,1,32,1,40,27
834,DRL,1,32,2,30,12
835,DRL,1,32,3,34,21
836,DRL,1,33,0,34,15
837,DRL,1,33,1,39,28
838,DRL,1,33,2,29,12
839,DRL,1,33,3,33,22
840,DRL,1,34,0,35,14
841,DRL,1,34,1,38,29
842,DRL,1,34,2,28,13
843,DRL,1,34,3,32,22
844,DRL,1,35,0,36,13
845,DRL,1,35,1,37,29
846,DRL,1,35,2,27,14
847,DRL,1,35,3,31,22
848,DRL,1,36,0,36,12
849,DRL,1,36,1,36,29
850,DRL,1,36,2,26,15
851,DRL,1,36,3,30,22
852,DRL,1,37,0,37,11
853,DRL,1,37,1,35,29
854,DRL,1,37,2,25,16
855,DRL,1,37,3,29,22
856,DRL,1,38,0,36,11
857,DRL,1,38,1,34,29
858,DRL,1,38,2,24,16
859,DRL,1,38,3,28,23
860,DRL,1,39,0,35,11
861,DRL,1,39,1,33,29
862,DRL,1,39,2,23,16
863,DRL,1,39,3,27,23
864,DRL,1,40,0,35,10
